@relation index_dmc_new_attributes_8(1)

@attribute cd0 numeric
@attribute cd1 numeric
@attribute cd2 numeric
@attribute cd3 numeric
@attribute cd4 numeric
@attribute cd5 numeric
@attribute cd6 numeric
@attribute cd7 numeric
@attribute cd8 numeric
@attribute cd9 numeric
@attribute cd10 numeric
@attribute cd11 numeric
@attribute rcd0 numeric
@attribute rcd1 numeric
@attribute rcd2 numeric
@attribute rcd3 numeric
@attribute rcd4 numeric
@attribute rcd5 numeric
@attribute rcd6 numeric
@attribute rcd7 numeric
@attribute rcd8 numeric
@attribute rcd9 numeric
@attribute rcd10 numeric
@attribute rcd11 numeric
@attribute icd0 numeric
@attribute icd1 numeric
@attribute icd2 numeric
@attribute icd3 numeric
@attribute icd4 numeric
@attribute icd5 numeric
@attribute icd6 numeric
@attribute icd7 numeric
@attribute icd8 numeric
@attribute icd9 numeric
@attribute icd10 numeric
@attribute icd11 numeric
@attribute ird0 numeric
@attribute ird1 numeric
@attribute ird2 numeric
@attribute ird3 numeric
@attribute ird4 numeric
@attribute ird5 numeric
@attribute ird6 numeric
@attribute ird7 numeric
@attribute ird8 numeric
@attribute ird9 numeric
@attribute ird10 numeric
@attribute ird11 numeric
@attribute nr15 numeric
@attribute nr30 numeric
@attribute nr45 numeric
@attribute nr60 numeric
@attribute nr75 numeric
@attribute nr90 numeric
@attribute nr105 numeric
@attribute nr120 numeric
@attribute nr135 numeric
@attribute nr150 numeric
@attribute nr165 numeric
@attribute nr180 numeric
@attribute nr195 numeric
@attribute nr210 numeric
@attribute nr225 numeric
@attribute nr240 numeric
@attribute nr255 numeric
@attribute nr270 numeric
@attribute nr285 numeric
@attribute nr300 numeric
@attribute nr315 numeric
@attribute nr330 numeric
@attribute nr345 numeric
@attribute nr360 numeric
@attribute nr375 numeric
@attribute nr390 numeric
@attribute nr405 numeric
@attribute nr420 numeric
@attribute nr435 numeric
@attribute nr450 numeric
@attribute nr465 numeric
@attribute nr480 numeric
@attribute nr495 numeric
@attribute nr510 numeric
@attribute nr525 numeric
@attribute nr540 numeric
@attribute nr555 numeric
@attribute nr570 numeric
@attribute nr585 numeric
@attribute nr600 numeric
@attribute rnr15 numeric
@attribute rnr30 numeric
@attribute rnr45 numeric
@attribute rnr60 numeric
@attribute rnr75 numeric
@attribute rnr90 numeric
@attribute rnr105 numeric
@attribute rnr120 numeric
@attribute rnr135 numeric
@attribute rnr150 numeric
@attribute rnr165 numeric
@attribute rnr180 numeric
@attribute rnr195 numeric
@attribute rnr210 numeric
@attribute rnr225 numeric
@attribute rnr240 numeric
@attribute rnr255 numeric
@attribute rnr270 numeric
@attribute rnr285 numeric
@attribute rnr300 numeric
@attribute rnr315 numeric
@attribute rnr330 numeric
@attribute rnr345 numeric
@attribute rnr360 numeric
@attribute rnr375 numeric
@attribute rnr390 numeric
@attribute rnr405 numeric
@attribute rnr420 numeric
@attribute rnr435 numeric
@attribute rnr450 numeric
@attribute rnr465 numeric
@attribute rnr480 numeric
@attribute rnr495 numeric
@attribute rnr510 numeric
@attribute rnr525 numeric
@attribute rnr540 numeric
@attribute rnr555 numeric
@attribute rnr570 numeric
@attribute rnr585 numeric
@attribute rnr600 numeric
@attribute inr15 numeric
@attribute inr30 numeric
@attribute inr45 numeric
@attribute inr60 numeric
@attribute inr75 numeric
@attribute inr90 numeric
@attribute inr105 numeric
@attribute inr120 numeric
@attribute inr135 numeric
@attribute inr150 numeric
@attribute inr165 numeric
@attribute inr180 numeric
@attribute inr195 numeric
@attribute inr210 numeric
@attribute inr225 numeric
@attribute inr240 numeric
@attribute inr255 numeric
@attribute inr270 numeric
@attribute inr285 numeric
@attribute inr300 numeric
@attribute inr315 numeric
@attribute inr330 numeric
@attribute inr345 numeric
@attribute inr360 numeric
@attribute inr375 numeric
@attribute inr390 numeric
@attribute inr405 numeric
@attribute inr420 numeric
@attribute inr435 numeric
@attribute inr450 numeric
@attribute inr465 numeric
@attribute inr480 numeric
@attribute inr495 numeric
@attribute inr510 numeric
@attribute inr525 numeric
@attribute inr540 numeric
@attribute inr555 numeric
@attribute inr570 numeric
@attribute inr585 numeric
@attribute inr600 numeric
@attribute irnr15 numeric
@attribute irnr30 numeric
@attribute irnr45 numeric
@attribute irnr60 numeric
@attribute irnr75 numeric
@attribute irnr90 numeric
@attribute irnr105 numeric
@attribute irnr120 numeric
@attribute irnr135 numeric
@attribute irnr150 numeric
@attribute irnr165 numeric
@attribute irnr180 numeric
@attribute irnr195 numeric
@attribute irnr210 numeric
@attribute irnr225 numeric
@attribute irnr240 numeric
@attribute irnr255 numeric
@attribute irnr270 numeric
@attribute irnr285 numeric
@attribute irnr300 numeric
@attribute irnr315 numeric
@attribute irnr330 numeric
@attribute irnr345 numeric
@attribute irnr360 numeric
@attribute irnr375 numeric
@attribute irnr390 numeric
@attribute irnr405 numeric
@attribute irnr420 numeric
@attribute irnr435 numeric
@attribute irnr450 numeric
@attribute irnr465 numeric
@attribute irnr480 numeric
@attribute irnr495 numeric
@attribute irnr510 numeric
@attribute irnr525 numeric
@attribute irnr540 numeric
@attribute irnr555 numeric
@attribute irnr570 numeric
@attribute irnr585 numeric
@attribute irnr600 numeric
@attribute alpha0 numeric
@attribute alpha1 numeric
@attribute alpha2 numeric
@attribute alpha3 numeric
@attribute alpha4 numeric
@attribute alpha5 numeric
@attribute alpha6 numeric
@attribute alpha7 numeric
@attribute alpha8 numeric
@attribute alpha9 numeric
@attribute alpha10 numeric
@attribute alpha11 numeric
@attribute alpha12 numeric
@attribute alpha13 numeric
@attribute alpha14 numeric
@attribute alpha15 numeric
@attribute alpha16 numeric
@attribute alpha17 numeric
@attribute alpha18 numeric
@attribute alpha19 numeric
@attribute alpha20 numeric
@attribute alpha21 numeric
@attribute alpha22 numeric
@attribute alpha23 numeric
@attribute beta0 numeric
@attribute beta1 numeric
@attribute beta2 numeric
@attribute beta3 numeric
@attribute beta4 numeric
@attribute beta5 numeric
@attribute beta6 numeric
@attribute beta7 numeric
@attribute beta8 numeric
@attribute beta9 numeric
@attribute beta10 numeric
@attribute beta11 numeric
@attribute class {+,-,0}

@data
54.81788,60.216277,60.41523,86.313383,98.858485,107.354553,111.072049,113.371072,125.924581,150.446004,160.626897,171.420536,0.319786,0.351278,0.352439,0.503518,0.576702,0.626264,0.647951,0.661362,0.734594,0.877643,0.937034,1,54.81788,5.398397,0.198953,25.898153,12.545102,8.496068,3.717496,2.299023,12.553508,24.521423,10.180893,10.793639,0.319786,0.031492,0.001161,0.15108,0.073183,0.049563,0.021686,0.013412,0.073232,0.143048,0.059391,0.062966,0,0,0,1,3,4,5,8,9,9,11,13,17,21,24,25,27,31,33,36,36,39,40,40,45,48,54,58,60,61,64,66,68,68,68,68,68,68,68,68,0,0,0,0.014706,0.044118,0.058824,0.073529,0.117647,0.132353,0.132353,0.161765,0.191176,0.25,0.308824,0.352941,0.367647,0.397059,0.455882,0.485294,0.529412,0.529412,0.573529,0.588235,0.588235,0.661765,0.705882,0.794118,0.852941,0.882353,0.897059,0.941176,0.970588,1,1,1,1,1,1,1,1,0,0,0,1,2,1,1,3,1,0,2,2,4,4,3,1,2,4,2,3,0,3,1,0,5,3,6,4,2,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0.014706,0.029412,0.014706,0.014706,0.044118,0.014706,0,0.029412,0.029412,0.058824,0.058824,0.044118,0.014706,0.029412,0.058824,0.029412,0.044118,0,0.044118,0.014706,0,0.073529,0.044118,0.088235,0.058824,0.029412,0.014706,0.044118,0.029412,0.029412,0,0,0,0,0,0,0,257.33334,72.33334,3.462322,185.462322,231.425943,224.425943,282.138082,271.138082,31.443656,224.443656,246.758541,35.758541,306.93618,121.93618,278.816319,68.816319,253.321053,41.321053,259.146904,232.146904,240.933885,197.933885,276.144278,60.144278,185,178,7,11,167,211,185,210,212,27,43,216,+
26.400758,51.623638,60.41523,67.052218,73.409809,85.023526,100.955436,101.533246,110.217966,112.378824,131.54847,133.544,0.197693,0.386567,0.452399,0.502098,0.549705,0.636671,0.755971,0.760298,0.825331,0.841512,0.985057,1,26.400758,25.22288,8.791592,6.636989,6.35759,11.613718,15.93191,0.57781,8.68472,2.160858,19.169647,1.99553,0.197693,0.188873,0.065833,0.049699,0.047607,0.086965,0.119301,0.004327,0.065033,0.016181,0.143546,0.014943,0,1,1,2,5,6,8,10,12,15,20,21,23,23,26,29,33,33,35,36,38,40,43,46,47,51,56,61,62,65,65,66,68,68,68,68,68,68,68,68,0,0.014706,0.014706,0.029412,0.073529,0.088235,0.117647,0.147059,0.176471,0.220588,0.294118,0.308824,0.338235,0.338235,0.382353,0.426471,0.485294,0.485294,0.514706,0.529412,0.558824,0.588235,0.632353,0.676471,0.691176,0.75,0.823529,0.897059,0.911765,0.955882,0.955882,0.970588,1,1,1,1,1,1,1,1,0,1,0,1,3,1,2,2,2,3,5,1,2,0,3,3,4,0,2,1,2,2,3,3,1,4,5,5,1,3,0,1,2,0,0,0,0,0,0,0,0,0.014706,0,0.014706,0.044118,0.014706,0.029412,0.029412,0.029412,0.044118,0.073529,0.014706,0.029412,0,0.044118,0.044118,0.058824,0,0.029412,0.014706,0.029412,0.029412,0.044118,0.044118,0.014706,0.058824,0.073529,0.073529,0.014706,0.044118,0,0.014706,0.029412,0,0,0,0,0,0,0,339.303948,161.303948,257.784825,53.784825,44.425943,51.425943,319.354025,315.354025,264.19347,59.19347,303.347887,100.347887,268.309932,248.309932,239.574564,203.574564,20.486169,209.486169,331.302207,153.302207,217.233862,344.233862,251.530905,25.530905,178,204,353,4,205,203,20,36,171,178,233,226,-
27.658633,43.185646,48.795492,62.169124,65.276336,67.052218,78.587531,86.05231,86.313383,96.10411,97.508974,108.673824,0.254511,0.397388,0.449009,0.572071,0.600663,0.617004,0.723151,0.79184,0.794243,0.884335,0.897263,1,27.658633,15.527012,5.609846,13.373633,3.107212,1.775883,11.535312,7.464779,0.261073,9.790728,1.404864,11.16485,0.254511,0.142877,0.051621,0.123062,0.028592,0.016341,0.106146,0.06869,0.002402,0.090093,0.012927,0.102737,0,1,2,3,6,9,11,14,15,16,20,22,26,31,34,34,37,39,41,44,48,51,56,60,62,63,66,67,68,68,68,68,68,68,68,68,68,68,68,68,0,0.014706,0.029412,0.044118,0.088235,0.132353,0.161765,0.205882,0.220588,0.235294,0.294118,0.323529,0.382353,0.455882,0.5,0.5,0.544118,0.573529,0.602941,0.647059,0.705882,0.75,0.823529,0.882353,0.911765,0.926471,0.970588,0.985294,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,3,2,3,1,1,4,2,4,5,3,0,3,2,2,3,4,3,5,4,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.014706,0.014706,0.014706,0.044118,0.044118,0.029412,0.044118,0.014706,0.014706,0.058824,0.029412,0.058824,0.073529,0.044118,0,0.044118,0.029412,0.029412,0.044118,0.058824,0.044118,0.073529,0.058824,0.029412,0.014706,0.044118,0.014706,0.014706,0,0,0,0,0,0,0,0,0,0,0,257.398705,58.398705,123.314546,309.314546,343.830315,169.830315,182.259292,342.259292,202.726104,1.726104,135.354025,139.354025,222.743563,206.743563,259.132222,54.132222,91.138082,102.138082,310.011478,129.011478,53.51387,246.51387,234.800835,21.800835,199,174,174,200,201,356,16,205,349,181,167,213,+
28.231188,35.805028,47.010637,50.249378,51.078371,51.894123,58.00862,59.908263,74.525164,78.587531,95.671312,100.955436,0.27964,0.354662,0.465657,0.497738,0.50595,0.51403,0.574596,0.593413,0.738199,0.778438,0.947659,1,28.231188,7.573839,11.20561,3.238741,0.828993,0.815752,6.114497,1.899643,14.6169,4.062367,17.083781,5.284123,0.27964,0.075022,0.110996,0.032081,0.008211,0.00808,0.060566,0.018817,0.144786,0.040239,0.169221,0.052341,0,1,2,8,9,10,13,15,18,22,26,29,30,30,33,36,40,41,43,47,51,54,57,60,63,64,64,66,66,68,68,68,68,68,68,68,68,68,68,68,0,0.014706,0.029412,0.117647,0.132353,0.147059,0.191176,0.220588,0.264706,0.323529,0.382353,0.426471,0.441176,0.441176,0.485294,0.529412,0.588235,0.602941,0.632353,0.691176,0.75,0.794118,0.838235,0.882353,0.926471,0.941176,0.941176,0.970588,0.970588,1,1,1,1,1,1,1,1,1,1,1,0,1,1,6,1,1,3,2,3,4,4,3,1,0,3,3,4,1,2,4,4,3,3,3,3,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.014706,0.014706,0.088235,0.014706,0.014706,0.044118,0.029412,0.044118,0.058824,0.058824,0.044118,0.014706,0,0.044118,0.044118,0.058824,0.014706,0.029412,0.058824,0.058824,0.044118,0.044118,0.044118,0.044118,0.014706,0,0.029412,0,0.029412,0,0,0,0,0,0,0,0,0,0,79.0679,254.0679,246.090277,49.090277,193.218875,347.218875,144.580491,128.580491,78.948699,254.948699,307.083594,118.083594,11.01224,188.01224,225.424811,204.424811,293.611486,101.611486,26.743563,42.743563,53.185925,255.185925,68.309932,88.309932,185,197,206,16,184,189,183,21,192,344,158,340,-
40.162171,46.324939,50.249378,53.907328,54.918121,67.26812,71.805292,78.746428,97.082439,98.386991,99.538937,100.955436,0.397821,0.458865,0.497738,0.533972,0.543984,0.666315,0.711257,0.780012,0.961637,0.974559,0.985969,1,40.162171,6.162768,3.924439,3.65795,1.010793,12.349999,4.537172,6.941136,18.336011,1.304552,1.151946,1.416499,0.397821,0.061044,0.038873,0.036233,0.010012,0.122331,0.044942,0.068754,0.181625,0.012922,0.01141,0.014031,0,0,1,5,7,8,13,18,20,20,22,25,26,28,29,31,34,36,37,41,42,44,48,51,57,58,59,63,64,64,66,66,66,68,68,68,68,68,68,68,0,0,0.014706,0.073529,0.102941,0.117647,0.191176,0.264706,0.294118,0.294118,0.323529,0.367647,0.382353,0.411765,0.426471,0.455882,0.5,0.529412,0.544118,0.602941,0.617647,0.647059,0.705882,0.75,0.838235,0.852941,0.867647,0.926471,0.941176,0.941176,0.970588,0.970588,0.970588,1,1,1,1,1,1,1,0,0,1,4,2,1,5,5,2,0,2,3,1,2,1,2,3,2,1,4,1,2,4,3,6,1,1,4,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0.014706,0.058824,0.029412,0.014706,0.073529,0.073529,0.029412,0,0.029412,0.044118,0.014706,0.029412,0.014706,0.029412,0.044118,0.029412,0.014706,0.058824,0.014706,0.029412,0.058824,0.044118,0.088235,0.014706,0.014706,0.058824,0.014706,0,0.029412,0,0,0.029412,0,0,0,0,0,0,247.113913,57.113913,342.263732,173.263732,308.580491,324.580491,135.513988,298.513988,6.491477,198.491477,277.14289,96.14289,253.124998,248.124998,135.635463,132.635463,157.378421,135.378421,149.434949,304.434949,333.557247,166.557247,299.690068,126.690068,190,169,344,197,168,181,5,3,22,205,167,173,-
29.274562,32.140317,59.481089,59.908263,71.805292,73.348483,76.321688,81.908486,84.864598,95.257546,103.368274,106.301458,0.275392,0.302351,0.559551,0.56357,0.675487,0.690004,0.717974,0.77053,0.798339,0.896108,0.972407,1,29.274562,2.865755,27.340772,0.427174,11.897029,1.543191,2.973204,5.586798,2.956113,10.392948,8.110728,2.933184,0.275392,0.026959,0.2572,0.004019,0.111918,0.014517,0.02797,0.052556,0.027809,0.097769,0.076299,0.027593,0,1,2,4,6,9,11,15,18,20,26,28,30,32,34,37,39,42,45,48,54,55,58,59,60,63,64,65,66,66,68,68,68,68,68,68,68,68,68,68,0,0.014706,0.029412,0.058824,0.088235,0.132353,0.161765,0.220588,0.264706,0.294118,0.382353,0.411765,0.441176,0.470588,0.5,0.544118,0.573529,0.617647,0.661765,0.705882,0.794118,0.808824,0.852941,0.867647,0.882353,0.926471,0.941176,0.955882,0.970588,0.970588,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,3,2,4,3,2,6,2,2,2,2,3,2,3,3,3,6,1,3,1,1,3,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0.014706,0.014706,0.029412,0.029412,0.044118,0.029412,0.058824,0.044118,0.029412,0.088235,0.029412,0.029412,0.029412,0.029412,0.044118,0.029412,0.044118,0.044118,0.044118,0.088235,0.014706,0.044118,0.014706,0.014706,0.044118,0.014706,0.014706,0.014706,0,0.029412,0,0,0,0,0,0,0,0,0,358.853313,182.853313,75.644175,250.644175,187.606981,341.606981,24.424811,45.424811,68.124998,73.124998,339.996459,171.996459,319.392498,148.392498,188.771321,165.771321,35.045159,231.045159,256.785821,238.785821,285.581574,97.581574,39.814075,236.814075,176,185,206,339,355,168,171,23,164,18,188,163,-
24.839485,28.861739,35.171011,37.735925,41.593269,78.746428,100.647901,121.148669,121.938509,128.751699,128.763349,137.905765,0.180119,0.209286,0.255037,0.273636,0.301606,0.571016,0.729831,0.878489,0.884216,0.933621,0.933705,1,24.839485,4.022255,6.309271,2.564914,3.857344,37.15316,21.901473,20.500768,0.78984,6.81319,0.01165,9.142416,0.180119,0.029167,0.045751,0.018599,0.027971,0.26941,0.158815,0.148658,0.005727,0.049405,0.000084,0.066295,0,2,5,5,5,6,7,7,11,14,15,18,20,21,24,26,27,30,30,30,32,37,38,39,42,44,48,50,53,57,58,59,61,64,64,66,66,66,68,68,0,0.029412,0.073529,0.073529,0.073529,0.088235,0.102941,0.102941,0.161765,0.205882,0.220588,0.264706,0.294118,0.308824,0.352941,0.382353,0.397059,0.441176,0.441176,0.441176,0.470588,0.544118,0.558824,0.573529,0.617647,0.647059,0.705882,0.735294,0.779412,0.838235,0.852941,0.867647,0.897059,0.941176,0.941176,0.970588,0.970588,0.970588,1,1,0,2,3,0,0,1,1,0,4,3,1,3,2,1,3,2,1,3,0,0,2,5,1,1,3,2,4,2,3,4,1,1,2,3,0,2,0,0,2,0,0,0.029412,0.044118,0,0,0.014706,0.014706,0,0.058824,0.044118,0.014706,0.044118,0.029412,0.014706,0.044118,0.029412,0.014706,0.044118,0,0,0.029412,0.073529,0.014706,0.014706,0.044118,0.029412,0.058824,0.029412,0.044118,0.058824,0.014706,0.014706,0.029412,0.044118,0,0.029412,0,0,0.029412,0,312.899092,118.899092,187.036243,345.036243,158.17352,135.17352,205.005383,186.005383,73.311213,236.311213,312.635463,315.635463,290.838081,103.838081,333.218923,168.218923,322.439161,156.439161,282.983107,280.983107,309.888188,328.888188,294.961343,116.961343,194,202,23,19,197,357,187,165,166,2,341,178,+
56.435804,65.14599,67.007462,68.593003,92.195445,96.10411,98.716767,100,107.415083,114.057003,125.733846,127.047235,0.444211,0.51277,0.527422,0.539902,0.725678,0.756444,0.777008,0.787109,0.845474,0.897753,0.989662,1,56.435804,8.710186,1.861472,1.58554,23.602442,3.908666,2.612656,1.283233,7.415083,6.641921,11.676843,1.313389,0.444211,0.068559,0.014652,0.01248,0.185777,0.030765,0.020564,0.0101,0.058365,0.052279,0.091909,0.010338,0,0,0,1,4,4,8,10,14,14,15,16,17,20,22,23,26,28,29,31,33,36,40,42,43,45,47,50,54,58,61,62,62,62,63,65,66,68,68,68,0,0,0,0.014706,0.058824,0.058824,0.117647,0.147059,0.205882,0.205882,0.220588,0.235294,0.25,0.294118,0.323529,0.338235,0.382353,0.411765,0.426471,0.455882,0.485294,0.529412,0.588235,0.617647,0.632353,0.661765,0.691176,0.735294,0.794118,0.852941,0.897059,0.911765,0.911765,0.911765,0.926471,0.955882,0.970588,1,1,1,0,0,0,1,3,0,4,2,4,0,1,1,1,3,2,1,3,2,1,2,2,3,4,2,1,2,2,3,4,4,3,1,0,0,1,2,1,2,0,0,0,0,0,0.014706,0.044118,0,0.058824,0.029412,0.058824,0,0.014706,0.014706,0.014706,0.044118,0.029412,0.014706,0.044118,0.029412,0.014706,0.029412,0.029412,0.044118,0.058824,0.029412,0.014706,0.029412,0.029412,0.044118,0.058824,0.058824,0.044118,0.014706,0,0,0.014706,0.029412,0.014706,0.029412,0,0,70.125016,66.125016,45.121303,218.121303,332.144903,335.144903,70.539445,10.539445,38.65891,272.65891,345.011478,170.011478,102.656944,248.656944,63,173,27.090277,202.090277,31.260859,260.260859,12.513844,206.513844,127.846883,82.846883,4,187,357,60,126,175,214,250,185,131,166,45,+
13.601471,29.068884,37.735925,51.156622,72.401657,97.082439,104.890419,119.519873,126.015872,126.400158,142.947543,143.178211,0.094997,0.203026,0.263559,0.357293,0.505675,0.678053,0.732586,0.834763,0.880133,0.882817,0.998389,1,13.601471,15.467413,8.667041,13.420698,21.245035,24.680782,7.80798,14.629454,6.495999,0.384286,16.547385,0.230668,0.094997,0.108029,0.060533,0.093734,0.148382,0.172378,0.054533,0.102177,0.04537,0.002684,0.115572,0.001611,1,2,3,4,5,5,7,8,10,14,14,14,17,23,23,25,27,29,29,30,35,35,37,41,41,45,49,50,53,55,58,59,60,63,64,65,66,66,68,68,0.014706,0.029412,0.044118,0.058824,0.073529,0.073529,0.102941,0.117647,0.147059,0.205882,0.205882,0.205882,0.25,0.338235,0.338235,0.367647,0.397059,0.426471,0.426471,0.441176,0.514706,0.514706,0.544118,0.602941,0.602941,0.661765,0.720588,0.735294,0.779412,0.808824,0.852941,0.867647,0.882353,0.926471,0.941176,0.955882,0.970588,0.970588,1,1,1,1,1,1,1,0,2,1,2,4,0,0,3,6,0,2,2,2,0,1,5,0,2,4,0,4,4,1,3,2,3,1,1,3,1,1,1,0,2,0,0.014706,0.014706,0.014706,0.014706,0.014706,0,0.029412,0.014706,0.029412,0.058824,0,0,0.044118,0.088235,0,0.029412,0.029412,0.029412,0,0.014706,0.073529,0,0.029412,0.058824,0,0.058824,0.058824,0.014706,0.044118,0.029412,0.044118,0.014706,0.014706,0.044118,0.014706,0.014706,0.014706,0,0.029412,0,46.897271,223.897271,67.945186,63.945186,6.005383,25.005383,338.484606,163.484606,31.407419,213.407419,315.378421,337.378421,292.865461,124.865461,253.14708,64.14708,243.09062,237.09062,280.960555,297.960555,291.267955,132.267955,305.645038,343.645038,183,4,341,175,178,338,168,189,6,343,159,322,+
50.009999,58.215118,76.321688,90.603532,92.649879,95.257546,99.704564,104.201727,105.342299,106.733313,113.145923,114.48144,0.436839,0.508511,0.666673,0.791426,0.8093,0.832079,0.870923,0.910206,0.920169,0.93232,0.988334,1,50.009999,8.205119,18.106569,14.281844,2.046347,2.607667,4.447018,4.497164,1.140572,1.391013,6.412611,1.335516,0.436839,0.071672,0.158162,0.124752,0.017875,0.022778,0.038845,0.039283,0.009963,0.012151,0.056014,0.011666,0,0,0,2,2,3,8,13,15,19,21,25,29,37,40,43,47,49,51,55,57,59,64,65,65,66,67,68,68,68,68,68,68,68,68,68,68,68,68,68,0,0,0,0.029412,0.029412,0.044118,0.117647,0.191176,0.220588,0.279412,0.308824,0.367647,0.426471,0.544118,0.588235,0.632353,0.691176,0.720588,0.75,0.808824,0.838235,0.867647,0.941176,0.955882,0.955882,0.970588,0.985294,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,0,1,5,5,2,4,2,4,4,8,3,3,4,2,2,4,2,2,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029412,0,0.014706,0.073529,0.073529,0.029412,0.058824,0.029412,0.058824,0.058824,0.117647,0.044118,0.044118,0.058824,0.029412,0.029412,0.058824,0.029412,0.029412,0.073529,0.014706,0,0.014706,0.014706,0.014706,0,0,0,0,0,0,0,0,0,0,0,0,334.145763,164.145763,157.92711,303.92711,311.4774,148.4774,10.375807,217.375807,95.660913,267.660913,58.785821,76.785821,108.406346,103.406346,280.199812,32.199812,43.016893,245.016893,255.994617,350.994617,18.71616,228.71616,170.801872,314.801872,170,214,163,153,188,342,5,248,158,265,150,216,-
34.205263,67.007462,78.600254,86.37708,88.090862,89.810912,93.407708,98.249682,102.64989,121.20231,138.220838,151.092687,0.226386,0.443486,0.520212,0.571683,0.583025,0.594409,0.618215,0.650261,0.679384,0.802172,0.914808,1,34.205263,32.8022,11.592792,7.776826,1.713782,1.72005,3.596796,4.841973,4.400208,18.55242,17.018528,12.871849,0.226386,0.2171,0.076726,0.051471,0.011343,0.011384,0.023805,0.032046,0.029123,0.122788,0.112636,0.085192,0,0,1,1,2,6,9,9,10,11,13,13,14,16,18,18,20,23,25,27,27,31,32,33,34,37,40,43,46,50,52,56,59,61,62,62,63,63,65,66,0,0,0.015152,0.015152,0.030303,0.090909,0.136364,0.136364,0.151515,0.166667,0.19697,0.19697,0.212121,0.242424,0.272727,0.272727,0.30303,0.348485,0.378788,0.409091,0.409091,0.469697,0.484848,0.5,0.515152,0.560606,0.606061,0.651515,0.69697,0.757576,0.787879,0.848485,0.893939,0.924242,0.939394,0.939394,0.954545,0.954545,0.984848,1,0,0,1,0,1,4,3,0,1,1,2,0,1,2,2,0,2,3,2,2,0,4,1,1,1,3,3,3,3,4,2,4,3,2,1,0,1,0,2,1,0,0,0.015152,0,0.015152,0.060606,0.045455,0,0.015152,0.015152,0.030303,0,0.015152,0.030303,0.030303,0,0.030303,0.045455,0.030303,0.030303,0,0.060606,0.015152,0.015152,0.015152,0.045455,0.045455,0.045455,0.045455,0.060606,0.030303,0.060606,0.045455,0.030303,0.015152,0,0.015152,0,0.030303,0.015152,13.874984,195.874984,155.144903,152.144903,102.724107,272.724107,45.676863,236.676863,68.602562,240.602562,84.838434,315.838434,118.394009,111.394009,70.085617,296.085617,113.763857,50.763857,99.558956,206.558956,83.255111,170.255111,125.361415,268.361415,178,3,190,169,188,129,7,134,63,253,273,217,-
17.088007,29.068884,35.171011,52.009614,58.600341,111.516815,127.141653,148.492424,151.604749,155,156.083311,156.217797,0.109386,0.186079,0.225141,0.33293,0.375119,0.713855,0.813874,0.950547,0.97047,0.992204,0.999139,1,17.088007,11.980876,6.102127,16.838604,6.590727,52.916474,15.624838,21.350771,3.112325,3.395251,1.083311,0.134486,0.109386,0.076693,0.039062,0.107789,0.042189,0.338735,0.10002,0.136673,0.019923,0.021734,0.006935,0.000861,0,2,3,5,5,5,5,6,7,8,13,14,15,17,21,23,25,27,28,30,30,31,36,37,38,41,43,47,49,51,55,57,58,59,61,64,64,66,66,66,0,0.030303,0.045455,0.075758,0.075758,0.075758,0.075758,0.090909,0.106061,0.121212,0.19697,0.212121,0.227273,0.257576,0.318182,0.348485,0.378788,0.409091,0.424242,0.454545,0.454545,0.469697,0.545455,0.560606,0.575758,0.621212,0.651515,0.712121,0.742424,0.772727,0.833333,0.863636,0.878788,0.893939,0.924242,0.969697,0.969697,1,1,1,0,2,1,2,0,0,0,1,1,1,5,1,1,2,4,2,2,2,1,2,0,1,5,1,1,3,2,4,2,2,4,2,1,1,2,3,0,2,0,0,0,0.030303,0.015152,0.030303,0,0,0,0.015152,0.015152,0.015152,0.075758,0.015152,0.015152,0.030303,0.060606,0.030303,0.030303,0.030303,0.015152,0.030303,0,0.015152,0.075758,0.015152,0.015152,0.045455,0.030303,0.060606,0.030303,0.030303,0.060606,0.030303,0.015152,0.015152,0.030303,0.045455,0,0.030303,0,0,260.556045,81.556045,243.945186,247.945186,315.17352,338.17352,7.971604,193.971604,304.746837,133.746837,297.449997,323.449997,279.574774,115.574774,248.130102,63.130102,270.963757,291.963757,240,238,302.942447,159.942447,311.333086,169.333086,179,356,337,174,171,334,164,185,339,2,143,142,+
